indicator,address_family,score,band,independence_classes,sources,categories,tags,first_seen,last_seen,source_reference
64.62.197.122,v4,90.05,high,binary_defense|cins|turris,binary_defense|cins_army|ipsum_levels|turris_greylist,aggregate|brute-force|malware-infrastructure|scanning,ipsum-level-3|ipsum-level-4,2026-08-12T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.62.197.124,v4,84.76,high,binary_defense|cins,binary_defense|cins_army|ipsum_levels,aggregate|brute-force|malware-infrastructure|scanning,ipsum-level-3,2026-08-25T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.62.197.125,v4,76.80,high,binary_defense|cins,binary_defense|cins_army,brute-force|malware-infrastructure|scanning,,2026-08-13T00:00:00+00:00,2026-08-26T00:00:00+00:00,
64.62.197.126,v4,85.34,high,blocklist_de|cins,blocklist_de|cins_army|ipsum_levels,aggregate|brute-force|scanning|web-attack,ipsum-level-3,2026-08-13T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.62.197.129,v4,87.06,high,binary_defense|blocklist_de|cins,binary_defense|blocklist_de|cins_army,brute-force|malware-infrastructure|scanning|web-attack,,2026-08-12T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.62.197.131,v4,78.22,high,binary_defense|cins,binary_defense|cins_army|ipsum_levels,aggregate|brute-force|malware-infrastructure|scanning,ipsum-level-3,2026-08-12T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.62.197.136,v4,79.83,high,blocklist_de|cins,blocklist_de|cins_army,brute-force|scanning|web-attack,,2026-08-19T00:00:00+00:00,2026-08-27T00:00:00+00:00,
64.62.197.137,v4,94.66,high,binary_defense|blocklist_de|turris,binary_defense|blocklist_de|ipsum_levels|turris_greylist,aggregate|brute-force|malware-infrastructure|scanning|web-attack,ipsum-level-3|ipsum-level-4|ipsum-level-5,2026-08-12T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.62.197.138,v4,78.50,high,blocklist_de|cins,blocklist_de|cins_army,brute-force|scanning|web-attack,,2026-08-12T00:00:00+00:00,2026-08-26T00:00:00+00:00,
64.62.197.139,v4,79.73,high,binary_defense|blocklist_de|cins,binary_defense|blocklist_de|cins_army,brute-force|malware-infrastructure|scanning|web-attack,,2026-08-20T00:00:00+00:00,2026-08-25T00:00:00+00:00,
64.62.197.143,v4,87.06,high,binary_defense|blocklist_de|cins,binary_defense|blocklist_de|cins_army,brute-force|malware-infrastructure|scanning|web-attack,,2026-08-12T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.62.197.147,v4,85.34,high,blocklist_de|cins,blocklist_de|cins_army,brute-force|scanning|web-attack,,2026-08-12T00:00:00+00:00,2026-08-31T00:00:00+00:00,
64.62.197.148,v4,82.25,high,blocklist_de|cins,blocklist_de|cins_army,brute-force|scanning|web-attack,,2026-08-24T00:00:00+00:00,2026-08-29T00:00:00+00:00,
64.62.197.149,v4,82.25,high,blocklist_de|cins,blocklist_de|cins_army,brute-force|scanning|web-attack,,2026-08-23T00:00:00+00:00,2026-08-29T00:00:00+00:00,
64.62.197.152,v4,95.02,high,binary_defense|blocklist_de|turris,binary_defense|blocklist_de|ipsum_levels|turris_greylist,aggregate|brute-force|malware-infrastructure|scanning|spam-source|web-attack,ipsum-level-3|ipsum-level-4|ipsum-level-5|turris-smtp|turris-telnet,2026-08-12T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.62.197.159,v4,84.86,high,binary_defense|cins,binary_defense|cins_army|ipsum_levels,aggregate|brute-force|malware-infrastructure|scanning,ipsum-level-3,2026-08-24T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.62.197.167,v4,88.23,high,binary_defense|turris,binary_defense|ipsum_levels|turris_greylist,aggregate|brute-force|malware-infrastructure|scanning,ipsum-level-3|ipsum-level-4,2026-08-12T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.62.197.169,v4,83.39,high,blocklist_de|cins,blocklist_de|cins_army,brute-force|scanning|web-attack,,2026-08-25T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.62.197.170,v4,85.35,high,blocklist_de|cins,blocklist_de|cins_army,brute-force|scanning|web-attack,,2026-08-24T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.62.197.179,v4,90.27,high,binary_defense|blocklist_de|cins,binary_defense|blocklist_de|cins_army|ipsum_levels,aggregate|brute-force|malware-infrastructure|scanning|web-attack,ipsum-level-3,2026-08-24T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.62.197.180,v4,78.22,high,binary_defense|cins,binary_defense|cins_army,brute-force|malware-infrastructure|scanning,,2026-08-12T00:00:00+00:00,2026-08-26T00:00:00+00:00,
64.62.197.182,v4,90.89,high,binary_defense|blocklist_de|turris,binary_defense|blocklist_de|ipsum_levels|turris_greylist,aggregate|brute-force|malware-infrastructure|scanning|web-attack,ipsum-level-3|ipsum-level-4,2026-08-12T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.62.197.189,v4,76.80,high,binary_defense|cins,binary_defense|cins_army,brute-force|malware-infrastructure|scanning,,2026-08-18T00:00:00+00:00,2026-08-26T00:00:00+00:00,
64.62.197.195,v4,81.06,high,blocklist_de|cins,blocklist_de|cins_army,brute-force|scanning|web-attack,,2026-08-26T00:00:00+00:00,2026-08-27T00:00:00+00:00,
64.62.197.197,v4,93.78,high,binary_defense|blocklist_de|cins|turris,binary_defense|blocklist_de|cins_army|ipsum_levels|turris_greylist,aggregate|brute-force|malware-infrastructure|scanning|spam-source|web-attack,ipsum-level-3|ipsum-level-4|ipsum-level-5|turris-smtp|turris-telnet,2026-08-12T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.62.197.199,v4,78.22,high,binary_defense|cins,binary_defense|cins_army,brute-force|malware-infrastructure|scanning,,2026-08-15T00:00:00+00:00,2026-08-26T00:00:00+00:00,
64.62.197.204,v4,78.22,high,binary_defense|cins,binary_defense|cins_army,brute-force|malware-infrastructure|scanning,,2026-08-23T00:00:00+00:00,2026-08-26T00:00:00+00:00,
64.62.197.207,v4,73.68,high,binary_defense|cins,binary_defense|cins_army,brute-force|malware-infrastructure|scanning,,2026-08-12T00:00:00+00:00,2026-08-26T00:00:00+00:00,
64.62.197.209,v4,78.22,high,binary_defense|cins,binary_defense|cins_army,brute-force|malware-infrastructure|scanning,,2026-08-18T00:00:00+00:00,2026-08-26T00:00:00+00:00,
64.62.197.210,v4,86.87,high,binary_defense|blocklist_de|cins,binary_defense|blocklist_de|cins_army|ipsum_levels,aggregate|brute-force|malware-infrastructure|scanning|web-attack,ipsum-level-3,2026-08-15T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.62.197.212,v4,95.45,high,binary_defense|blocklist_de|cins|turris,binary_defense|blocklist_de|cins_army|ipsum_levels|turris_greylist,aggregate|brute-force|malware-infrastructure|scanning|web-attack,ipsum-level-3|ipsum-level-4|ipsum-level-5,2026-08-12T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.62.197.213,v4,79.81,high,blocklist_de|cins,blocklist_de|cins_army,brute-force|scanning|web-attack,,2026-08-25T00:00:00+00:00,2026-08-26T00:00:00+00:00,
64.62.197.215,v4,78.22,high,binary_defense|cins,binary_defense|cins_army,brute-force|malware-infrastructure|scanning,,2026-08-19T00:00:00+00:00,2026-08-26T00:00:00+00:00,
64.62.197.216,v4,76.89,high,binary_defense|blocklist_de|cins,binary_defense|blocklist_de|cins_army,brute-force|malware-infrastructure|scanning|web-attack,,2026-08-12T00:00:00+00:00,2026-08-26T00:00:00+00:00,
64.62.197.217,v4,78.50,high,blocklist_de|cins,blocklist_de|cins_army,brute-force|scanning|web-attack,,2026-08-24T00:00:00+00:00,2026-08-26T00:00:00+00:00,
64.62.197.218,v4,76.80,high,binary_defense|cins,binary_defense|cins_army,brute-force|malware-infrastructure|scanning,,2026-08-23T00:00:00+00:00,2026-08-26T00:00:00+00:00,
64.62.197.220,v4,78.22,high,binary_defense|cins,binary_defense|cins_army,brute-force|malware-infrastructure|scanning,,2026-08-15T00:00:00+00:00,2026-08-26T00:00:00+00:00,
64.62.197.222,v4,76.80,high,binary_defense|cins,binary_defense|cins_army,brute-force|malware-infrastructure|scanning,,2026-08-12T00:00:00+00:00,2026-08-26T00:00:00+00:00,
64.62.197.226,v4,83.76,high,binary_defense|cins,binary_defense|cins_army|ipsum_levels,aggregate|brute-force|malware-infrastructure|scanning,ipsum-level-3,2026-08-22T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.62.197.227,v4,95.02,high,binary_defense|blocklist_de|turris,binary_defense|blocklist_de|ipsum_levels|turris_greylist,aggregate|brute-force|malware-infrastructure|scanning|spam-source|web-attack,ipsum-level-3|ipsum-level-4|ipsum-level-5|ipsum-level-6|turris-smtp|turris-telnet,2026-08-12T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.62.197.231,v4,85.69,high,binary_defense|cins,binary_defense|cins_army|ipsum_levels,aggregate|brute-force|malware-infrastructure|scanning,ipsum-level-3,2026-08-23T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.62.197.235,v4,86.25,high,blocklist_de|cins,blocklist_de|cins_army|ipsum_levels,aggregate|brute-force|scanning|web-attack,ipsum-level-3,2026-08-22T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.62.197.237,v4,81.08,high,blocklist_de|cins,blocklist_de|cins_army|ipsum_levels,aggregate|brute-force|scanning|web-attack,ipsum-level-3,2026-08-24T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.72.74.162,v4,95.79,high,blocklist_de|ipthreat|turris,blocklist_de|ipsum_levels|ipthreat|turris_greylist,aggregate|brute-force|reported-abuse|scanning|spam-source|ssh-attack|web-attack,ipsum-level-3|ipsum-level-4|ipthreat-level-50|turris-haas|turris-smtp,2026-08-12T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.76.8.21,v4,79.83,high,binary_defense|ipthreat,binary_defense|ipsum_levels|ipthreat,aggregate|malware-infrastructure|reported-abuse|scanning,ipsum-level-3|ipthreat-level-100,2026-08-13T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.77.128.0/18,v4,90.00,high,spamhaus,spamhaus_drop_v4,criminal-hosting|hijacked-netblock,,2026-08-12T00:00:00+00:00,2026-09-01T00:00:00+00:00,SBL697964
64.81.112.106,v4,78.78,high,blocklist_de|turris,blocklist_de|turris_greylist,brute-force|scanning|web-attack,,2026-08-30T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.89.160.0/22,v4,90.00,high,spamhaus,spamhaus_drop_v4,criminal-hosting|hijacked-netblock,,2026-08-12T00:00:00+00:00,2026-09-01T00:00:00+00:00,SBL692143
64.89.160.0/23,v4,90.00,high,spamhaus,spamhaus_drop_v4,criminal-hosting|hijacked-netblock,,2026-08-12T00:00:00+00:00,2026-09-01T00:00:00+00:00,SBL692141
64.89.160.3,v4,71.94,high,blocklist_de|turris,blocklist_de|turris_greylist,brute-force|scanning|web-attack,,2026-08-25T00:00:00+00:00,2026-08-28T00:00:00+00:00,
64.89.160.135,v4,84.59,high,binary_defense|blocklist_de,binary_defense|blocklist_de|ipsum_levels,aggregate|brute-force|malware-infrastructure|scanning|web-attack,ipsum-level-3|ipsum-level-4,2026-08-12T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.89.160.242,v4,90.79,high,binary_defense|blocklist_de|turris,binary_defense|blocklist_de|ipsum_levels|turris_greylist,aggregate|brute-force|malware-infrastructure|scanning|web-attack,ipsum-level-3,2026-08-12T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.89.161.56,v4,67.57,high,blocklist_de|turris,blocklist_de|turris_greylist,brute-force|scanning|web-attack,,2026-08-12T00:00:00+00:00,2026-08-28T00:00:00+00:00,
64.89.161.91,v4,93.14,high,blocklist_de|bruteforceblocker|turris,blocklist_de|bruteforceblocker|et_compromised|ipsum_levels|turris_greylist,aggregate|brute-force|scanning|ssh-attack|web-attack,ipsum-level-3|ipsum-level-4|ipsum-level-5|ipsum-level-6|ipsum-level-7,2026-08-12T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.89.163.110,v4,80.29,high,ipthreat|turris,ipthreat|turris_greylist,reported-abuse|scanning|web-attack,ipthreat-level-0|turris-http,2026-08-21T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.89.163.224,v4,80.21,high,blocklist_de|turris,blocklist_de|ipsum_levels|turris_greylist,aggregate|brute-force|scanning|spam-source|web-attack,ipsum-level-3|turris-smtp,2026-08-31T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.89.163.251,v4,80.95,high,blocklist_de|bruteforceblocker|ipthreat,blocklist_de|bruteforceblocker|et_compromised|ipsum_levels|ipthreat,aggregate|brute-force|reported-abuse|scanning|ssh-attack|web-attack,ipsum-level-3,2026-08-20T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.90.11.178,v4,74.13,high,blocklist_de|turris,blocklist_de|turris_greylist,brute-force|scanning|web-attack,,2026-08-29T00:00:00+00:00,2026-08-30T00:00:00+00:00,
64.92.224.0/20,v4,90.00,high,spamhaus,spamhaus_drop_v4,criminal-hosting|hijacked-netblock,,2026-08-12T00:00:00+00:00,2026-09-01T00:00:00+00:00,SBL503523
64.116.200.0/21,v4,90.00,high,spamhaus,spamhaus_drop_v4,criminal-hosting|hijacked-netblock,,2026-08-12T00:00:00+00:00,2026-09-01T00:00:00+00:00,SBL635859
64.121.66.69,v4,89.46,high,blocklist_de|turris,blocklist_de|ipsum_levels|turris_greylist,aggregate|brute-force|scanning|ssh-attack|web-attack,ipsum-level-3|ipsum-level-4|turris-haas,2026-08-26T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.181.172.46,v4,93.07,high,blocklist_de|ipthreat|turris,blocklist_de|ipsum_levels|ipthreat|turris_greylist,aggregate|brute-force|reported-abuse|scanning|web-attack,ipsum-level-3|ipsum-level-4|ipthreat-level-25,2026-08-20T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.187.121.21,v4,80.83,high,ipthreat|turris,ipthreat|turris_greylist,brute-force|reported-abuse|scanning,turris-telnet,2026-08-25T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.207.225.55,v4,92.57,high,blocklist_de|ipthreat|turris,blocklist_de|ipsum_levels|ipthreat|turris_greylist,aggregate|brute-force|reported-abuse|scanning|web-attack,ipsum-level-3|ipthreat-level-25,2026-08-14T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.225.17.162,v4,90.99,high,blocklist_de|cins,blocklist_de|cins_army|ipsum_levels,aggregate|brute-force|scanning|web-attack,ipsum-level-3|ipsum-level-4|ipsum-level-5,2026-08-21T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.225.74.178,v4,88.66,high,cins|turris,cins_army|ipsum_levels|turris_greylist,aggregate|brute-force|scanning|spam-source|web-attack,ipsum-level-3|ipsum-level-4|turris-http|turris-smtp|turris-telnet,2026-08-19T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.225.106.189,v4,84.53,high,blocklist_de|turris,blocklist_de|turris_greylist,brute-force|scanning|spam-source|web-attack,turris-ftp|turris-http|turris-smtp|turris-telnet,2026-08-25T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.225.106.197,v4,91.79,high,binary_defense|blocklist_de|turris,binary_defense|blocklist_de|ipsum_levels|turris_greylist,aggregate|brute-force|malware-infrastructure|scanning|spam-source|web-attack,ipsum-level-3|turris-ftp|turris-http|turris-smtp|turris-telnet,2026-08-18T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.226.65.160,v4,87.26,high,blocklist_de|turris,blocklist_de|ipsum_levels|turris_greylist,aggregate|brute-force|scanning|web-attack,ipsum-level-3,2026-08-27T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.226.70.41,v4,69.88,high,blocklist_de|bruteforceblocker,blocklist_de|bruteforceblocker|et_compromised,brute-force|scanning|ssh-attack|web-attack,,2026-08-12T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.226.73.91,v4,90.17,high,blocklist_de|turris,blocklist_de|ipsum_levels|turris_greylist,aggregate|brute-force|scanning|spam-source|web-attack,ipsum-level-3|ipsum-level-4|turris-ftp|turris-http|turris-smtp|turris-telnet,2026-08-21T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.226.75.121,v4,72.91,high,blocklist_de|turris,blocklist_de|ipsum_levels|turris_greylist,aggregate|brute-force|scanning|spam-source|web-attack,ipsum-level-3|ipsum-level-4|turris-ftp|turris-http|turris-smtp,2026-08-25T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.226.82.41,v4,85.57,high,blocklist_de|turris,blocklist_de|ipsum_levels|turris_greylist,aggregate|brute-force|scanning|spam-source|web-attack,ipsum-level-3|turris-ftp|turris-http|turris-smtp|turris-telnet,2026-08-21T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.226.84.78,v4,72.91,high,blocklist_de|turris,blocklist_de|ipsum_levels|turris_greylist,aggregate|brute-force|scanning|web-attack,ipsum-level-3|turris-ftp|turris-http,2026-08-22T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.226.86.7,v4,85.41,high,cins|turris,cins_army|ipsum_levels|turris_greylist,aggregate|brute-force|scanning|spam-source|web-attack,ipsum-level-3|ipsum-level-4|turris-ftp|turris-http|turris-smtp|turris-telnet,2026-08-16T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.226.120.165,v4,85.57,high,blocklist_de|turris,blocklist_de|ipsum_levels|turris_greylist,aggregate|brute-force|scanning|spam-source|web-attack,ipsum-level-3|turris-ftp|turris-http|turris-smtp|turris-telnet,2026-08-21T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.227.16.244,v4,80.80,high,binary_defense|cins,binary_defense|cins_army|ipsum_levels,aggregate|brute-force|malware-infrastructure|scanning,ipsum-level-3,2026-09-01T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.227.47.50,v4,67.70,high,blocklist_de|cins,blocklist_de|cins_army,brute-force|scanning|web-attack,,2026-08-23T00:00:00+00:00,2026-08-30T00:00:00+00:00,
64.227.90.185,v4,68.65,medium,binary_defense|turris,binary_defense|ipsum_levels|turris_greylist,aggregate|malware-infrastructure|scanning|web-attack,ipsum-level-3|turris-http,2026-08-30T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.227.97.195,v4,67.31,high,binary_defense|cins,binary_defense|cins_army,brute-force|malware-infrastructure|scanning,,2026-08-20T00:00:00+00:00,2026-08-30T00:00:00+00:00,
64.227.99.138,v4,86.15,high,blocklist_de|turris,blocklist_de|ipsum_levels|turris_greylist,aggregate|brute-force|scanning|web-attack,ipsum-level-3|ipsum-level-4,2026-08-12T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.227.108.146,v4,84.18,high,blocklist_de|turris,blocklist_de|ipsum_levels|turris_greylist,aggregate|brute-force|scanning|web-attack,ipsum-level-3|ipsum-level-4,2026-08-12T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.227.109.89,v4,79.65,high,blocklist_de|turris,blocklist_de|turris_greylist,brute-force|scanning|web-attack,,2026-08-12T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.227.110.161,v4,80.35,high,blocklist_de|turris,blocklist_de|ipsum_levels|turris_greylist,aggregate|brute-force|scanning|web-attack,ipsum-level-3,2026-08-12T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.227.110.201,v4,56.31,high,blocklist_de|bruteforceblocker,blocklist_de|bruteforceblocker|et_compromised,brute-force|scanning|ssh-attack|web-attack,,2026-08-23T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.227.151.38,v4,87.52,high,blocklist_de|cins,blocklist_de|cins_army|ipsum_levels,aggregate|brute-force|scanning|web-attack,ipsum-level-3,2026-08-26T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.227.164.147,v4,78.52,high,binary_defense|cins,binary_defense|cins_army,brute-force|malware-infrastructure|scanning,,2026-08-26T00:00:00+00:00,2026-09-01T00:00:00+00:00,
64.238.9.184,v4,69.58,high,ipthreat|turris,ipthreat|turris_greylist,brute-force|reported-abuse|scanning,,2026-08-18T00:00:00+00:00,2026-08-30T00:00:00+00:00,
64.250.144.0/20,v4,90.00,high,spamhaus,spamhaus_drop_v4,criminal-hosting|hijacked-netblock,,2026-08-12T00:00:00+00:00,2026-09-01T00:00:00+00:00,SBL502906
65.20.131.63,v4,93.12,high,blocklist_de|ipthreat|turris,blocklist_de|ipsum_levels|ipthreat|turris_greylist,aggregate|brute-force|reported-abuse|scanning|web-attack,ipsum-level-3|ipthreat-level-0,2026-08-13T00:00:00+00:00,2026-09-01T00:00:00+00:00,
65.20.131.212,v4,93.12,high,blocklist_de|ipthreat|turris,blocklist_de|ipsum_levels|ipthreat|turris_greylist,aggregate|brute-force|reported-abuse|scanning|web-attack,ipsum-level-3|ipthreat-level-25,2026-08-20T00:00:00+00:00,2026-09-01T00:00:00+00:00,
65.20.132.172,v4,87.96,high,blocklist_de|ipthreat|turris,blocklist_de|ipthreat|turris_greylist,brute-force|reported-abuse|scanning|web-attack,ipthreat-level-50,2026-08-21T00:00:00+00:00,2026-09-01T00:00:00+00:00,
65.20.132.230,v4,93.98,high,blocklist_de|ipthreat|turris,blocklist_de|ipsum_levels|ipthreat|turris_greylist,aggregate|brute-force|reported-abuse|scanning|spam-source|ssh-attack|web-attack,ipsum-level-3|ipsum-level-4|ipthreat-level-25|turris-haas|turris-smtp,2026-08-20T00:00:00+00:00,2026-09-01T00:00:00+00:00,
65.20.133.56,v4,93.98,high,blocklist_de|ipthreat|turris,blocklist_de|ipsum_levels|ipthreat|turris_greylist,aggregate|brute-force|reported-abuse|scanning|spam-source|ssh-attack|web-attack,ipsum-level-3|ipsum-level-4|ipthreat-level-25|turris-haas|turris-smtp,2026-08-12T00:00:00+00:00,2026-09-01T00:00:00+00:00,
65.20.133.208,v4,81.80,high,blocklist_de|ipthreat,blocklist_de|ipthreat,brute-force|reported-abuse|scanning|web-attack,ipthreat-level-25,2026-08-12T00:00:00+00:00,2026-09-01T00:00:00+00:00,
65.20.134.97,v4,93.54,high,blocklist_de|ipthreat|turris,blocklist_de|ipsum_levels|ipthreat|turris_greylist,aggregate|brute-force|reported-abuse|scanning|web-attack,ipsum-level-3|ipthreat-level-25,2026-08-13T00:00:00+00:00,2026-09-01T00:00:00+00:00,
65.20.138.3,v4,93.07,high,blocklist_de|ipthreat|turris,blocklist_de|ipsum_levels|ipthreat|turris_greylist,aggregate|brute-force|reported-abuse|scanning|web-attack,ipsum-level-3|ipthreat-level-50,2026-08-12T00:00:00+00:00,2026-09-01T00:00:00+00:00,
65.20.138.46,v4,92.62,high,blocklist_de|ipthreat|turris,blocklist_de|ipsum_levels|ipthreat|turris_greylist,aggregate|brute-force|reported-abuse|scanning|web-attack,ipsum-level-3|ipthreat-level-25,2026-08-12T00:00:00+00:00,2026-09-01T00:00:00+00:00,
65.20.141.202,v4,92.62,high,blocklist_de|ipthreat|turris,blocklist_de|ipsum_levels|ipthreat|turris_greylist,aggregate|brute-force|reported-abuse|scanning|web-attack,ipsum-level-3|ipthreat-level-50,2026-08-12T00:00:00+00:00,2026-09-01T00:00:00+00:00,
65.20.143.19,v4,93.59,high,blocklist_de|ipthreat|turris,blocklist_de|ipsum_levels|ipthreat|turris_greylist,aggregate|brute-force|reported-abuse|scanning|spam-source|ssh-attack|web-attack,ipsum-level-3|ipsum-level-4|ipthreat-level-25|turris-haas|turris-smtp,2026-08-21T00:00:00+00:00,2026-09-01T00:00:00+00:00,
65.20.143.45,v4,92.09,high,blocklist_de|ipthreat|turris,blocklist_de|ipthreat|turris_greylist,brute-force|reported-abuse|scanning|web-attack,ipthreat-level-50,2026-08-12T00:00:00+00:00,2026-09-01T00:00:00+00:00,
65.20.143.114,v4,93.54,high,blocklist_de|ipthreat|turris,blocklist_de|ipsum_levels|ipthreat|turris_greylist,aggregate|brute-force|reported-abuse|scanning|web-attack,ipsum-level-3|ipthreat-level-25,2026-08-21T00:00:00+00:00,2026-09-01T00:00:00+00:00,
65.20.146.109,v4,83.19,high,blocklist_de|ipthreat|turris,blocklist_de|ipthreat|turris_greylist,brute-force|reported-abuse|scanning|web-attack,,2026-08-12T00:00:00+00:00,2026-08-30T00:00:00+00:00,
65.20.149.26,v4,88.70,high,blocklist_de|ipthreat|turris,blocklist_de|ipsum_levels|ipthreat|turris_greylist,aggregate|brute-force|reported-abuse|scanning|spam-source|web-attack,ipsum-level-3|ipthreat-level-25|turris-smtp,2026-08-12T00:00:00+00:00,2026-09-01T00:00:00+00:00,
65.20.149.239,v4,93.12,high,blocklist_de|ipthreat|turris,blocklist_de|ipsum_levels|ipthreat|turris_greylist,aggregate|brute-force|reported-abuse|scanning|web-attack,ipsum-level-3|ipthreat-level-50,2026-08-12T00:00:00+00:00,2026-09-01T00:00:00+00:00,
65.20.153.146,v4,92.09,high,blocklist_de|ipthreat|turris,blocklist_de|ipsum_levels|ipthreat|turris_greylist,aggregate|brute-force|reported-abuse|scanning|web-attack,ipsum-level-3|ipthreat-level-25,2026-08-13T00:00:00+00:00,2026-09-01T00:00:00+00:00,
65.20.158.10,v4,93.59,high,blocklist_de|ipthreat|turris,blocklist_de|ipsum_levels|ipthreat|turris_greylist,aggregate|brute-force|reported-abuse|scanning|spam-source|ssh-attack|web-attack,ipsum-level-3|ipsum-level-4|ipthreat-level-25|turris-haas|turris-smtp,2026-08-12T00:00:00+00:00,2026-09-01T00:00:00+00:00,
65.20.160.107,v4,69.88,medium,blocklist_de|ipthreat,blocklist_de|ipthreat,brute-force|reported-abuse|scanning|web-attack,ipthreat-level-0,2026-08-30T00:00:00+00:00,2026-09-01T00:00:00+00:00,
65.20.163.62,v4,92.62,high,blocklist_de|ipthreat|turris,blocklist_de|ipsum_levels|ipthreat|turris_greylist,aggregate|brute-force|reported-abuse|scanning|web-attack,ipsum-level-3|ipthreat-level-50,2026-08-21T00:00:00+00:00,2026-09-01T00:00:00+00:00,
65.20.163.103,v4,90.51,high,blocklist_de|ipthreat|turris,blocklist_de|ipsum_levels|ipthreat|turris_greylist,aggregate|brute-force|reported-abuse|scanning|spam-source|web-attack,ipsum-level-3|ipsum-level-4|ipthreat-level-0|turris-smtp,2026-08-14T00:00:00+00:00,2026-09-01T00:00:00+00:00,
65.20.165.151,v4,93.54,high,blocklist_de|ipthreat|turris,blocklist_de|ipsum_levels|ipthreat|turris_greylist,aggregate|brute-force|reported-abuse|scanning|web-attack,ipsum-level-3|ipsum-level-4|ipthreat-level-25,2026-08-18T00:00:00+00:00,2026-09-01T00:00:00+00:00,
65.20.168.147,v4,82.92,high,blocklist_de|ipthreat,blocklist_de|ipthreat,brute-force|reported-abuse|scanning|web-attack,ipthreat-level-0,2026-08-27T00:00:00+00:00,2026-09-01T00:00:00+00:00,
65.20.175.6,v4,93.54,high,blocklist_de|ipthreat|turris,blocklist_de|ipsum_levels|ipthreat|turris_greylist,aggregate|brute-force|reported-abuse|scanning|web-attack,ipsum-level-3|ipthreat-level-25,2026-08-12T00:00:00+00:00,2026-09-01T00:00:00+00:00,
65.20.179.251,v4,95.76,high,blocklist_de|ipthreat|turris,blocklist_de|ipsum_levels|ipthreat|turris_greylist,aggregate|brute-force|reported-abuse|scanning|web-attack,ipsum-level-3|ipthreat-level-25,2026-08-12T00:00:00+00:00,2026-09-01T00:00:00+00:00,
65.20.184.80,v4,82.92,high,blocklist_de|ipthreat,blocklist_de|ipsum_levels|ipthreat,aggregate|brute-force|reported-abuse|scanning|web-attack,ipsum-level-3|ipthreat-level-0,2026-08-22T00:00:00+00:00,2026-09-01T00:00:00+00:00,
